8	1	## 1. Introduction
9668	12.7.1	#### 12.7.1 Why the tuple return
9681	12.7.2	#### 12.7.2 Linear-ownership optimization
9716	12.7.3	#### 12.7.3 Implementing `Iterator` (self-contained)
9746	12.7.4	#### 12.7.4 Implementing `Iterator` (source-bearing)
9800	12.8	### 12.8 The `Iterable` Trait
9823	12.8.1	#### 12.8.1 Method name
9829	12.8.2	#### 12.8.2 Iterator lifetime
9845	12.8.3	#### 12.8.3 Implementing `Iterable`
9882	12.9	### 12.9 The `IntoIterable` Trait
9906	12.9.1	#### 12.9.1 Method name and dispatch
9918	12.9.2	#### 12.9.2 Item type and ownership flow
9943	12.9.3	#### 12.9.3 Partial consumption and Drop
9954	12.9.4	#### 12.9.4 Implementing `IntoIterable`
9987	12.9.5	#### 12.9.5 Both `Iterable` and `IntoIterable` for the same type
10010	12.10	### 12.10 Built-in Iteration Sources
10032	12.10.1	#### 12.10.1 Iterating over arrays
10078	12.10.2	#### 12.10.2 Iterating over ranges
10097	12.11	### 12.11 Iteration Performance
10126	12.12	### 12.12 Interaction with the Rest of the Language
10128	12.12.1	#### 12.12.1 Pattern matching and iteration variables
10155	12.12.2	#### 12.12.2 Loops in trait method bodies
10180	12.12.3	#### 12.12.3 Loops in generic function bodies
10199	12.13	### 12.13 Interaction with Reactivity
10217	12.14	### 12.14 Restrictions and Edge Cases
10219	12.14.1	#### 12.14.1 Empty iteration
10234	12.14.2	#### 12.14.2 Iterators that never complete
10241	12.14.3	#### 12.14.3 Side effects in iterator implementations
10260	13	## 13. Reactive System
10278	13.1	### 13.1 Design Principles
10388	13.1.1	#### 13.1.1 A small example
10456	13.2	### 13.2 Reactive Declarations
10466	13.2.1	#### 13.2.1 `signal`
10547	13.2.2	#### 13.2.2 `attr`
10617	13.2.2.1	##### 13.2.2.1 `default attr`
10666	13.2.3	#### 13.2.3 `derived`
10705	13.2.3.1	##### 13.2.3.1 Scope
10724	13.2.4	#### 13.2.4 `recurrent`
10853	13.2.4.1	##### 13.2.4.1 Lockstep advancement
10873	13.2.4.2	##### 13.2.4.2 Recurrent vs attr
10891	13.2.4.3	##### 13.2.4.3 Self-history and input-history access
10951	13.2.4.4	##### 13.2.4.4 Value-change semantics
10968	13.2.4.5	##### 13.2.4.5 Scope
10981	13.2.4.6	##### 13.2.4.6 Tuple-coupled recurrents
11038	13.2.4.7	##### 13.2.4.7 Explicit triggers (via `observe`)
11064	13.2.4.8	##### 13.2.4.8 Dynamic-size cell types
11086	13.2.5	#### 13.2.5 `const`
11112	13.2.5.1	##### 13.2.5.1 Properties
11132	13.2.5.2	##### 13.2.5.2 Access forms
11156	13.2.5.3	##### 13.2.5.3 Declaration order
11163	13.2.6	#### 13.2.6 Initial value rules
11258	13.2.7	#### 13.2.7 Cell mutation is runtime-only (host/runtime-driven)
11285	13.2.8	#### 13.2.8 The `Signal[T]` type
11363	13.2.9	#### 13.2.9 Reactive composites
11373	13.2.9.1	##### 13.2.9.1 Form
11415	13.2.9.2	##### 13.2.9.2 Per-field reactivity model
11429	13.2.9.3	##### 13.2.9.3 Field binding form
11459	13.2.9.4	##### 13.2.9.4 Cell identity and the graph specification
11483	13.2.9.5	##### 13.2.9.5 Reading a reactive composite
11514	13.2.9.6	##### 13.2.9.6 `let` bindings
11543	13.2.9.7	##### 13.2.9.7 Materialization boundaries
11573	13.2.9.8	##### 13.2.9.8 The `with` expression in reactive contexts
11611	13.2.9.9	##### 13.2.9.9 Distinction from nodes
11626	13.2.9.10	##### 13.2.9.10 Type system
11643	13.2.10	#### 13.2.10 Node and connection type slots (`Type[…]`)
11684	13.2.10.1	##### 13.2.10.1 What can fill a `Type[C]` slot
11699	13.2.10.2	##### 13.2.10.2 Lifetime and identity
11715	13.2.10.3	##### 13.2.10.3 Restrictions
11739	13.2.11	#### 13.2.11 The `observe` expression
11748	13.2.11.1	##### 13.2.11.1 Form
11769	13.2.11.2	##### 13.2.11.2 Trigger sets and arm selection
11786	13.2.11.3	##### 13.2.11.3 Reactive-arm semantics
11809	13.2.11.4	##### 13.2.11.4 Multi-cell trigger sets
11821	13.2.11.5	##### 13.2.11.5 The `default:` arm
11852	13.2.11.6	##### 13.2.11.6 Output type
11867	13.2.11.7	##### 13.2.11.7 Use sites
11884	13.2.11.8	##### 13.2.11.8 Composition with `where`
11919	13.3	### 13.3 Nodes
11921	13.3.0	#### 13.3.0 Concept
11952	13.3.1	#### 13.3.1 Declaration
11986	13.3.2	#### 13.3.2 `satisfies` clause
12008	13.3.3	#### 13.3.3 `parts` clause
12068	13.3.3.1	##### 13.3.3.1 Cardinality forms
12107	13.3.3.2	##### 13.3.3.2 Access from inside the node body
12144	13.3.3.3	##### 13.3.3.3 Type-emitted children via compile-time `for`
12233	13.3.3.4	##### 13.3.3.4 Dynamic parts
12319	13.3.4	#### 13.3.4 `incoming` and `outgoing` clauses
12388	13.3.4.1	##### 13.3.4.1 Access from inside the node body
12439	13.3.4.2	##### 13.3.4.2 Self-sourced connections and the signature/internals model
12541	13.3.5	#### 13.3.5 Generic parameters
12561	13.3.6	#### 13.3.6 Behavior lives outside the node body
12572	13.3.6.1	##### 13.3.6.1 Nodes are graph-owned; references are borrows
12623	13.3.6.2	##### 13.3.6.2 Storable references: the `Handle[…]` type
12706	13.3.7	#### 13.3.7 Exposition (the `expose:` clause)
12734	13.3.7.1	##### 13.3.7.1 Content
12819	13.3.7.2	##### 13.3.7.2 Default
12832	13.3.7.3	##### 13.3.7.3 External access via `.exposition`
12848	13.3.7.4	##### 13.3.7.4 Runtime traversal
12872	13.3.7.5	##### 13.3.7.5 Connections in exposition
12916	13.3.7.6	##### 13.3.7.6 Engagement
12961	13.3.8	#### 13.3.8 Effects (the `effects:` clause)
13055	13.4	### 13.4 Parts
13057	13.4.0	#### 13.4.0 Concept
13103	13.4.1	#### 13.4.1 Access forms
13152	13.4.2	#### 13.4.2 Iteration over parts
13192	13.4.3	#### 13.4.3 Reactive dependency tracking through parts
13208	13.4.4	#### 13.4.4 Restrictions
13221	13.4.5	#### 13.4.5 Parts access — example
13258	13.5	### 13.5 Template Scopes and Keyed Instantiation
13271	13.5.1	#### 13.5.1 The primitive
13298	13.5.1.1	##### 13.5.1.1 Per-template pool
13310	13.5.2	#### 13.5.2 State-shape and the no-pool optimization
13340	13.5.3	#### 13.5.3 Hot reload and cell identity
13361	13.5.4	#### 13.5.4 Dynamic scope materialization via `repeat`
13382	13.5.4.1	##### 13.5.4.1 Syntax
13514	13.5.4.2	##### 13.5.4.2 Iteration semantics
13545	13.5.4.3	##### 13.5.4.3 Worked examples
13640	13.5.4.4	##### 13.5.4.4 Cell identity across reload
13649	13.5.4.5	##### 13.5.4.5 Hot reload
13672	13.5.4.6	##### 13.5.4.6 Performance
13704	13.5.4.7	##### 13.5.4.7 Admitted and rejected contexts
13746	13.5.4.8	##### 13.5.4.8 Restrictions
13783	13.5.4.9	##### 13.5.4.9 The view name (`as`)
13843	13.6	### 13.6 Connections
13845	13.6.0	#### 13.6.0 Concept
13908	13.6.1	#### 13.6.1 Declaration
13915	13.6.1.1	##### 13.6.1.1 Single form (one from-type, one to-type)
13957	13.6.1.2	##### 13.6.1.2 Cartesian form (multiple from-types and/or to-types)
13991	13.6.1.3	##### 13.6.1.3 Pairs form (constrained from-to combinations)
14039	13.6.2	#### 13.6.2 `from`, `to`, and `pair` references in expressions
14084	13.6.3	#### 13.6.3 Generic connections
14099	13.6.4	#### 13.6.4 Behavior lives outside the connection body
14117	13.6.5	#### 13.6.5 The `Circularity` trait
14151	13.7	### 13.7 Name Resolution in Node and Connection Scopes
14178	13.7.1	#### 13.7.1 The scope chain
14213	13.7.2	#### 13.7.2 The `here::` anchor
14242	13.7.3	#### 13.7.3 The `module::` anchor
14262	13.7.4	#### 13.7.4 Ambiguity is a compile error
14297	13.7.5	#### 13.7.5 Reserved-field access
14331	13.7.6	#### 13.7.6 Resolution and reactive dependencies
14345	13.7.7	#### 13.7.7 `subject`, `Subject`, `here`, and `module`
14377	13.8	### 13.8 Placement
14384	13.8.1	#### 13.8.1 Top-level instances
14421	13.8.2	#### 13.8.2 Setting attrs at placement
14471	13.8.2.1	##### 13.8.2.1 Reactive vs. compile-time placement values
14524	13.8.2.2	##### 13.8.2.2 Restrictions
14582	13.8.3	#### 13.8.3 Child parts
14633	13.8.3.1	##### 13.8.3.1 Parametric topology via compile-time `for`
14704	13.8.4	#### 13.8.4 Connections
14801	13.8.4.1	##### 13.8.4.1 Terminology
14812	13.8.4.2	##### 13.8.4.2 Placing a connection type value
14867	13.8.5	#### 13.8.5 The `/expr` form
14885	13.8.5.1	##### 13.8.5.1 For connection placements
14930	13.8.5.2	##### 13.8.5.2 For node (part) placements
14958	13.8.5.3	##### 13.8.5.3 Summary
14969	13.8.6	#### 13.8.6 Disambiguation summary
15005	13.8.7	#### 13.8.7 Attribute clause
15065	13.8.8	#### 13.8.8 Flags
15104	13.8.8.1	##### 13.8.8.1 Flag character set
15116	13.8.8.2	##### 13.8.8.2 Flag-character uniqueness
15123	13.8.8.3	##### 13.8.8.3 Flag semantics
15134	13.8.8.4	##### 13.8.8.4 Flag/operator disambiguation
15158	13.8.8.5	##### 13.8.8.5 Each boolean attr is set by one form per placement
15172	13.8.9	#### 13.8.9 Ordering of inline parts
15255	13.8.10	#### 13.8.10 Same-line multi-placement
15323	13.9	### 13.9 Conditional Activation
15366	13.9.1	#### 13.9.1 Concept
15424	13.9.2	#### 13.9.2 Type-level `when:`
15459	13.9.3	#### 13.9.3 Placement-level `when`
15504	13.9.4	#### 13.9.4 Predicate type and scope
15525	13.9.5	#### 13.9.5 Override semantics
15559	13.9.6	#### 13.9.6 Self-conditional gates
15589	13.9.7	#### 13.9.7 Runtime semantics
15726	13.9.8	#### 13.9.8 Interaction with the per-commit DAG
15747	13.9.9	#### 13.9.9 Interaction with `Circularity`
15785	13.9.10	#### 13.9.10 Hot reload of `when` predicates
15795	13.9.11	#### 13.9.11 Diagnostics
15848	13.9.12	#### 13.9.12 The `when` block
15930	13.9.13	#### 13.9.13 The `given` block
15993	13.10	### 13.10 Reactive Evaluation
16000	13.10.1	#### 13.10.1 Lazy writes
16026	13.10.2	#### 13.10.2 Commit
16098	13.10.3	#### 13.10.3 Topological order and tiebreaker
16120	13.10.4	#### 13.10.4 Transactions
16157	13.10.5	#### 13.10.5 Dynamic dependencies
16199	13.11	### 13.11 Cycle Handling
16206	13.11.1	#### 13.11.1 The reactive dependency graph
16218	13.11.2	#### 13.11.2 Reactive expression cycle rules
16262	13.11.3	#### 13.11.3 The per-commit DAG
16285	13.11.4	#### 13.11.4 Recurrents as delay elements
16297	13.11.5	#### 13.11.5 Topology cycles
16371	13.12	### 13.12 The Reactivity Boundary
16376	13.12.1	#### 13.12.1 Provenance tracking
16405	13.12.2	#### 13.12.2 Functions are reactive-transparent
16440	13.12.2.1	##### 13.12.2.1 Transitive provenance through functions
16462	13.12.2.2	##### 13.12.2.2 Conservative branching
16474	13.12.3	#### 13.12.3 Closures snapshot reactive values
16495	13.12.4	#### 13.12.4 Reactive cell types and storage
16659	13.12.5	#### 13.12.5 Reactivity vs compile-time evaluation
16673	13.13	### 13.13 Error Handling in Reactive Contexts
16678	13.13.1	#### 13.13.1 Traps abort the process
16691	13.13.2	#### 13.13.2 Recoverable failures via value-track errors
16735	13.13.3	#### 13.13.3 The reactive context preserves trap semantics
16743	13.14	### 13.14 The Runtime Interface
16774	13.14.1	#### 13.14.1 Lifecycle
16831	13.14.2	#### 13.14.2 `runtime.write_signal`
16866	13.14.3	#### 13.14.3 `runtime.write_attr`
16883	13.14.4	#### 13.14.4 `runtime.commit`
16905	13.14.5	#### 13.14.5 `runtime.transaction`
16923	13.14.6	#### 13.14.6 `runtime.acquire_snapshot`
16939	13.14.7	#### 13.14.7 `runtime.register_reconciler`
17002	13.14.8	#### 13.14.8 `runtime.push_stream`
17040	13.14.9	#### 13.14.9 Reconciler protocol
17117	13.14.10	#### 13.14.10 Behavior ABI and `runtime.teardown`
17133	13.14.11	#### 13.14.11 Capabilities
17160	13.15	### 13.15 Hot Reload of the Reactive Graph
17166	13.15.1	#### 13.15.1 Compile-time validation gate
17179	13.15.2	#### 13.15.2 Cell identity across reloads
17212	13.15.3	#### 13.15.3 Reload sequence
17252	13.15.4	#### 13.15.4 Constraints on reloadability
17296	13.15.5	#### 13.15.5 Hot reload of streams
17351	13.15.6	#### 13.15.6 Hot reload of effects
17402	13.16	### 13.16 Interaction with the IR and the Runtime
17439	13.17	### 13.17 Operators
17458	13.17.1	#### 13.17.1 Concept
17480	13.17.2	#### 13.17.2 Declaration
17498	13.17.3	#### 13.17.3 Parameters
17553	13.17.3.1	##### 13.17.3.1 Signal[T] auto-deref in expression contexts
17579	13.17.4	#### 13.17.4 Body
17622	13.17.5	#### 13.17.5 Output
17665	13.17.6	#### 13.17.6 Instantiation
17713	13.17.6.1	##### 13.17.6.1 Operator instance identity
17727	13.17.6.2	##### 13.17.6.2 Graph specification
17741	13.17.7	#### 13.17.7 The `|>` operator
17833	13.17.8	#### 13.17.8 Generic operators
17851	13.17.9	#### 13.17.9 Visibility
17865	13.17.10	#### 13.17.10 Hot reload of operators
17919	13.17.11	#### 13.17.11 Interaction with other reactive features
17965	13.17.12	#### 13.17.12 Diagnostics
18022	13.17.13	#### 13.17.13 Operator type expressions
18091	13.18	### 13.18 Streams
18106	13.18.1	#### 13.18.1 Concept
18140	13.18.2	#### 13.18.2 Declaration
18211	13.18.3	#### 13.18.3 Stream types
18266	13.18.4	#### 13.18.4 Sink types
18321	13.18.5	#### 13.18.5 The `Cell` trait
18378	13.18.6	#### 13.18.6 Observation cells
18428	13.18.7	#### 13.18.7 Reactive expressions involving streams
18436	13.18.7.1	##### 13.18.7.1 Expression evaluation model
18453	13.18.7.2	##### 13.18.7.2 Combine semantics
18514	13.18.7.3	##### 13.18.7.3 Stream-wins rule
18531	13.18.7.4	##### 13.18.7.4 Assignment rules
18546	13.18.7.5	##### 13.18.7.5 Worked examples
18597	13.18.7.6	##### 13.18.7.6 Compile-error examples
18608	13.18.8	#### 13.18.8 Recurrent streams
18614	13.18.8.1	##### 13.18.8.1 Declaration form
18652	13.18.8.2	##### 13.18.8.2 Access form
18679	13.18.8.3	##### 13.18.8.3 Per-call independence
18693	13.18.8.4	##### 13.18.8.4 Memory allocation
18708	13.18.8.5	##### 13.18.8.5 Compile-time checks
18718	13.18.8.6	##### 13.18.8.6 Composition with operators
18733	13.18.8.7	##### 13.18.8.7 Restrictions
18747	13.18.9	#### 13.18.9 Stream operators
18925	13.18.10	#### 13.18.10 The `where` stream filter
18933	13.18.10.1	##### 13.18.10.1 Form
18959	13.18.10.2	##### 13.18.10.2 References inside `C` and per-LHS-event semantics
19014	13.18.10.3	##### 13.18.10.3 Output type, policy, and capacity
19031	13.18.10.4	##### 13.18.10.4 Composition and chaining
19048	13.18.10.5	##### 13.18.10.5 Use inside `observe` arm-triggers
19080	13.18.10.6	##### 13.18.10.6 Restrictions
19094	13.18.11	#### 13.18.11 Policy as type
19166	13.18.12	#### 13.18.12 Consumer cursors
19243	13.18.13	#### 13.18.13 Memory model
19296	13.18.14	#### 13.18.14 Hot reload
19386	13.18.15	#### 13.18.15 Restrictions
19426	13.18.16	#### 13.18.16 Diagnostics
19549	13.19	### 13.19 Effects
19581	13.19.1	#### 13.19.1 Concept
19606	13.19.2	#### 13.19.2 Declaration
19683	13.19.3	#### 13.19.3 Parameters
19740	13.19.4	#### 13.19.4 Desired block
19817	13.19.5	#### 13.19.5 Observed block
19903	13.19.6	#### 13.19.6 Reserved keywords
19945	13.19.7	#### 13.19.7 Access rules
20024	13.19.8	#### 13.19.8 Effect instance identity
20064	13.19.9	#### 13.19.9 Generic effects
20088	13.19.10	#### 13.19.10 Visibility
20105	13.19.11	#### 13.19.11 Hot reload of effects
20167	13.19.12	#### 13.19.12 Lifetime
20214	13.19.13	#### 13.19.13 Effects in `|>` chains
20272	13.19.14	#### 13.19.14 Host integration
20320	13.19.15	#### 13.19.15 Restrictions
20349	13.19.16	#### 13.19.16 Diagnostics
20510	14	## 14. Implementation Model
20523	14.1	### 14.1 Compilation Modes
20546	14.1.1	#### 14.1.1 The shared frontend
20565	14.1.2	#### 14.1.2 Interpreter mode
20581	14.1.3	#### 14.1.3 Native mode
20606	14.2	### 14.2 The Ductus CLI
20613	14.2.1	#### 14.2.1 Operations
20639	14.2.2	#### 14.2.2 Toolchain bundling
20654	14.2.3	#### 14.2.3 Project layout
20663	14.3	### 14.3 Reactive Cell Storage
20669	14.3.1	#### 14.3.1 Cell representation
20676	14.3.2	#### 14.3.2 Multi-cell types
20703	14.3.3	#### 14.3.3 Extensible pools for dynamic-size types
20792	14.4	### 14.4 What Is Reactive State
20826	14.5	### 14.5 Strings and the String Pool
20841	14.5.1	#### 14.5.1 Cross-thread consistency
20863	14.5.2	#### 14.5.2 Pool operations
20881	14.6	### 14.6 The Behavior ABI
20889	14.6.1	#### 14.6.1 Statelessness
20904	14.6.2	#### 14.6.2 Error handling
20916	14.6.3	#### 14.6.3 Behavior identity
20939	14.6.4	#### 14.6.4 Thread invocation
20950	14.7	### 14.7 Drop Semantics
20955	14.7.1	#### 14.7.1 The Drop trait
20975	14.7.2	#### 14.7.2 When drop runs
20990	14.7.3	#### 14.7.3 Partial moves
20996	14.7.4	#### 14.7.4 Drop and panic
21003	14.7.5	#### 14.7.5 Drop on reactive cells
21011	14.8	### 14.8 Hot Reload
21016	14.8.1	#### 14.8.1 Granularity
21064	14.8.2	#### 14.8.2 State preservation
21077	14.8.3	#### 14.8.3 Reload-safe and reload-unsafe changes
21108	14.8.4	#### 14.8.4 Reload failure
21119	14.9	### 14.9 Versioning
21146	15	## 15. Compilation Model
21159	15.1	### 15.1 Overview
21180	15.2	### 15.2 Compilation Obligations
21188	15.2.1	#### 15.2.1 Required analyses
21203	15.2.2	#### 15.2.2 Ordering constraints
21220	15.2.3	#### 15.2.3 Diagnostics
21227	15.3	### 15.3 Compilation Artifacts
21241	15.3.1	#### 15.3.1 Embedding and packaging
21251	15.4	### 15.4 The Ductus IR
21288	15.4.1	#### 15.4.1 Graph IR
21437	15.4.1.1	##### 15.4.1.1 Cell ID syntax
21462	15.4.1.2	##### 15.4.1.2 Observability class
21478	15.4.1.3	##### 15.4.1.3 Cadence hint
21494	15.4.1.4	##### 15.4.1.4 Determining observability class
21526	15.4.2	#### 15.4.2 Versioning
21538	15.4.3	#### 15.4.3 Type erasure at the runtime boundary
21551	15.4.4	#### 15.4.4 Behavior IR
21654	15.4.5	#### 15.4.5 The IR module — a worked example
21723	15.5	### 15.5 Compilation Modes
21734	15.6	### 15.6 Hot-Reload Diff
21745	15.6.1	#### 15.6.1 Reload classification
21759	15.6.2	#### 15.6.2 Diff result format
21769	15.7	### 15.7 Conformance
21776	15.7.1	#### 15.7.1 Compiler conformance
21792	15.7.2	#### 15.7.2 Runtime conformance
21804	15.7.3	#### 15.7.3 Interoperability
21812	15.7.4	#### 15.7.4 Conformance testing
